Positive,Negative,Game_name,Positive_Rate,Link
88,32,Ball 2D Soccer Online,0.74,https://store.steampowered.com/app/703940/Ball_2D_Soccer_Online/
25,11,ASTRAL,0.72,https://store.steampowered.com/app/703600/ASTRAL/
87,25,Welcome Back To 2007,0.78,https://store.steampowered.com/app/666940/Welcome_Back_To_2007/
34,15,Middleearth Shadow of War 4K Cinematic Pack,0.71,https://store.steampowered.com/app/666840/Middleearth_Shadow_of_War_4K_Cinematic_Pack/
50,20,Heroes  Generals  14 day Veteran Membership,0.72,https://store.steampowered.com/app/595200/Heroes__Generals__14_day_Veteran_Membership/
75,30,Artillerists,0.72,https://store.steampowered.com/app/552030/Artillerists/
33,11,Deadly Escape,0.75,https://store.steampowered.com/app/649450/Deadly_Escape/
9,4,Starpoint Gemini Warlords Deadly Dozen,0.76,https://store.steampowered.com/app/649280/Starpoint_Gemini_Warlords_Deadly_Dozen/
10,4,Internal Light VR,0.78,https://store.steampowered.com/app/765380/Internal_Light_VR/
10,4,The Seasons,0.78,https://store.steampowered.com/app/649170/The_Seasons/
28,12,Its Quiz Time,0.7,https://store.steampowered.com/app/648780/Its_Quiz_Time/
12,5,Town of Salem  Original Sound Track,0.76,https://store.steampowered.com/app/648420/Town_of_Salem__Original_Sound_Track/
9,3,Animation Throwdown  Incredible Bundle,0.75,https://store.steampowered.com/app/648400/Animation_Throwdown__Incredible_Bundle/
63,26,,0.71,https://store.steampowered.com/app/977500/_/
28,11,Galactic Civilizations III Retribution Expansion,0.74,https://store.steampowered.com/app/976210/Galactic_Civilizations_III_Retribution_Expansion/
43,15,JUMP FORCE  Characters Pass,0.75,https://store.steampowered.com/app/974726/JUMP_FORCE__Characters_Pass/
22,9,RideOp  VR Thrill Ride Experience,0.74,https://store.steampowered.com/app/972890/RideOp__VR_Thrill_Ride_Experience/
68,27,Battle Time,0.72,https://store.steampowered.com/app/509600/Battle_Time/
58,21,Star Wars Imperial Assault  Legends of the Alliance,0.74,https://store.steampowered.com/app/703980/Star_Wars_Imperial_Assault__Legends_of_the_Alliance/
226,93,The Pirate Plague of the Dead,0.71,https://store.steampowered.com/app/723790/The_Pirate_Plague_of_the_Dead/
366,116,GET EVEN,0.76,https://store.steampowered.com/app/299950/GET_EVEN/
113,47,Krautscape,0.71,https://store.steampowered.com/app/268360/Krautscape/
126,47,Revhead,0.73,https://store.steampowered.com/app/589760/Revhead/
916,244,Superbrothers Sword  Sworcery EP,0.79,https://store.steampowered.com/app/204060/Superbrothers_Sword__Sworcery_EP/
936,250,In Verbis Virtus,0.79,https://store.steampowered.com/app/242840/In_Verbis_Virtus/
60,25,Expansion  Crusader Kings II Sword of Islam,0.71,https://store.steampowered.com/app/203778/Expansion__Crusader_Kings_II_Sword_of_Islam/
4607,1377,Serena,0.77,https://store.steampowered.com/app/272060/Serena/
56,17,DARK SOULS II Crown of the Sunken King,0.78,https://store.steampowered.com/app/271942/DARK_SOULS_II_Crown_of_the_Sunken_King/
12,4,Oblivious Garden White Day,0.75,https://store.steampowered.com/app/345040/Oblivious_Garden_White_Day/
88,25,Perils of Man,0.78,https://store.steampowered.com/app/347710/Perils_of_Man/
36,11,Overclocked A History of Violence,0.78,https://store.steampowered.com/app/339850/Overclocked_A_History_of_Violence/
156,62,Braveland Wizard,0.72,https://store.steampowered.com/app/333880/Braveland_Wizard/
46,15,Human Fall Flat Official Soundtrack,0.77,https://store.steampowered.com/app/632870/Human_Fall_Flat_Official_Soundtrack/
20,9,Greedy Guns,0.72,https://store.steampowered.com/app/471700/Greedy_Guns/
12,6,Golem,0.72,https://store.steampowered.com/app/646010/Golem/
125,49,Outbreak The New Nightmare,0.72,https://store.steampowered.com/app/644480/Outbreak_The_New_Nightmare/
52,18,Night Trap  25th Anniversary Edition,0.75,https://store.steampowered.com/app/643620/Night_Trap__25th_Anniversary_Edition/
26,11,Windows Mixed Reality for SteamVR,0.72,https://store.steampowered.com/app/719950/Windows_Mixed_Reality_for_SteamVR/
6081,1716,Ragnarok  ARK Expansion Map,0.78,https://store.steampowered.com/app/642250/Ragnarok__ARK_Expansion_Map/
98,39,Diaspora  Mass Exodus,0.72,https://store.steampowered.com/app/718310/Diaspora__Mass_Exodus/
105,34,Planet Coaster  Spooky Pack,0.76,https://store.steampowered.com/app/710490/Planet_Coaster__Spooky_Pack/
267,81,Cities Skylines  Industries,0.77,https://store.steampowered.com/app/715194/Cities_Skylines__Industries/
1674,558,ARK Aberration  Expansion Pack,0.75,https://store.steampowered.com/app/708770/ARK_Aberration__Expansion_Pack/
25,10,Dungeons 3  Lord of the Kings,0.74,https://store.steampowered.com/app/711681/Dungeons_3__Lord_of_the_Kings/
1495,447,Our End of the World,0.77,https://store.steampowered.com/app/703700/Our_End_of_the_World/
101,40,Selenophobia,0.72,https://store.steampowered.com/app/700470/Selenophobia/
2906,969,Soul at Stake,0.75,https://store.steampowered.com/app/690530/_Soul_at_Stake/
21,7,Into the Rhythm VR,0.78,https://store.steampowered.com/app/677060/Into_the_Rhythm_VR/
99,35,Sword Legacy Omen,0.74,https://store.steampowered.com/app/690140/Sword_Legacy_Omen/
51,16,Car Mechanic Simulator 2018  Mazda DLC,0.77,https://store.steampowered.com/app/672270/Car_Mechanic_Simulator_2018__Mazda_DLC/
269,77,The Free Ones,0.78,https://store.steampowered.com/app/670350/The_Free_Ones/
286,77,BLUE REFLECTION  BLUE REFLECTION,0.79,https://store.steampowered.com/app/658260/BLUE_REFLECTION__BLUE_REFLECTION/
304,92,Animallica,0.77,https://store.steampowered.com/app/638850/Animallica/
254,100,Moero Chronicle,0.72,https://store.steampowered.com/app/638160/Moero_Chronicle/
78,25,All Walls Must Fall  A TechNoir Tactics Game,0.76,https://store.steampowered.com/app/628290/All_Walls_Must_Fall__A_TechNoir_Tactics_Game/
333,95,Legends of Ellaria,0.78,https://store.steampowered.com/app/621070/Legends_of_Ellaria/
91,31,RUNNING WITH RIFLES PACIFIC,0.75,https://store.steampowered.com/app/616850/RUNNING_WITH_RIFLES_PACIFIC/
99,37,MAD MACHINES,0.73,https://store.steampowered.com/app/611260/MAD_MACHINES/
30,13,Coffee Crisis,0.72,https://store.steampowered.com/app/596380/Coffee_Crisis/
33,14,911 Operator  Every Life Matters,0.72,https://store.steampowered.com/app/580731/911_Operator__Every_Life_Matters/
62,20,911 Operator  Special Resources,0.76,https://store.steampowered.com/app/580730/911_Operator__Special_Resources/
38,12,Mugen Souls Z,0.76,https://store.steampowered.com/app/466920/Mugen_Souls_Z/
16,6,Gladiator Sword of Vengeance,0.77,https://store.steampowered.com/app/577580/Gladiator_Sword_of_Vengeance/
199,63,Trillion God of Destruction,0.76,https://store.steampowered.com/app/451780/Trillion_God_of_Destruction/
125,42,Steno Arcade,0.75,https://store.steampowered.com/app/449000/Steno_Arcade/
15,7,RPG Maker VX,0.72,https://store.steampowered.com/app/521880/RPG_Maker_VX/
347,116,Onechanbara Z2 Chaos,0.75,https://store.steampowered.com/app/446390/Onechanbara_Z2_Chaos/
37,11,Aselia the Eternal The Spirit of Eternity Sword,0.79,https://store.steampowered.com/app/445420/Aselia_the_Eternal_The_Spirit_of_Eternity_Sword/
318,118,Stellaris Leviathans Story Pack,0.73,https://store.steampowered.com/app/518910/Stellaris_Leviathans_Story_Pack/
2917,872,ARK Scorched Earth  Expansion Pack,0.77,https://store.steampowered.com/app/512540/ARK_Scorched_Earth__Expansion_Pack/
1643,639,Hunger Dungeon,0.72,https://store.steampowered.com/app/513560/Hunger_Dungeon/
7,3,The Multidimensional Underwear Drawer,0.7,https://store.steampowered.com/app/502600/The_Multidimensional_Underwear_Drawer/
711,306,Ragnarok Clicker,0.7,https://store.steampowered.com/app/493370/Ragnarok_Clicker/
39,11,ATrain PC Classic  APC,0.78,https://store.steampowered.com/app/492090/ATrain_PC_Classic__APC/
91,25,METAL GEAR SOLID V THE PHANTOM PAIN  Sneaking Suit The Boss,0.79,https://store.steampowered.com/app/406590/METAL_GEAR_SOLID_V_THE_PHANTOM_PAIN__Sneaking_Suit_The_Boss/
397,147,Total War WARHAMMER  The Grim and the Grave,0.73,https://store.steampowered.com/app/404013/Total_War_WARHAMMER__The_Grim_and_the_Grave/
59,25,Sengoku Jidai Shadow of the Shogun,0.71,https://store.steampowered.com/app/397190/Sengoku_Jidai_Shadow_of_the_Shogun/
348,111,Pretty Girls Mahjong Solitaire,0.76,https://store.steampowered.com/app/393980/Pretty_Girls_Mahjong_Solitaire/
864,353,Dead Effect 2,0.71,https://store.steampowered.com/app/394760/Dead_Effect_2/
243,81,Pacer,0.75,https://store.steampowered.com/app/389670/Pacer/
57,23,Taimumari,0.72,https://store.steampowered.com/app/375520/Taimumari/
89,34,Train Simulator LGV Marseille  Avignon Route AddOn,0.73,https://store.steampowered.com/app/376938/Train_Simulator_LGV_Marseille__Avignon_Route_AddOn/
223,63,htoLNiQ The Firefly Diary  htoLNiQ,0.78,https://store.steampowered.com/app/368640/htoLNiQ_The_Firefly_Diary__htoLNiQ/
9,4,Europa Universalis IV Sounds from the community  Kairis Soundtrack Part II,0.76,https://store.steampowered.com/app/443720/Europa_Universalis_IV_Sounds_from_the_community__Kairis_Soundtrack_Part_II/
10,4,METAL GEAR ONLINE HERO APPEAL PACK,0.78,https://store.steampowered.com/app/437231/METAL_GEAR_ONLINE_HERO_APPEAL_PACK/
29,9,Space Grunts,0.78,https://store.steampowered.com/app/371430/Space_Grunts/
108,40,Detached,0.73,https://store.steampowered.com/app/436230/Detached/
1559,520,Fallout 4  Automatron,0.75,https://store.steampowered.com/app/435870/Fallout_4__Automatron/
64,19,Dying Light  Crash Test Skin Bundle,0.78,https://store.steampowered.com/app/435111/Dying_Light__Crash_Test_Skin_Bundle/
304,87,XCOM 2 Shens Last Gift,0.78,https://store.steampowered.com/app/433091/XCOM_2_Shens_Last_Gift/
15,5,Discouraged Workers TEEN,0.75,https://store.steampowered.com/app/432180/Discouraged_Workers_TEEN/
157,59,Perception,0.73,https://store.steampowered.com/app/426310/Perception/
1114,333,One Piece Burning Blood,0.77,https://store.steampowered.com/app/425220/One_Piece_Burning_Blood/
722,228,StarBreak,0.76,https://store.steampowered.com/app/420790/StarBreak/
1566,609,Starpoint Gemini Warlords,0.72,https://store.steampowered.com/app/419480/Starpoint_Gemini_Warlords/
68,25,Super Arcade Football,0.74,https://store.steampowered.com/app/420550/Super_Arcade_Football/
14,5,Viking Saga New World,0.78,https://store.steampowered.com/app/416340/Viking_Saga_New_World/
573,153,PAYDAY 2 Gage Historical Pack,0.79,https://store.steampowered.com/app/331900/PAYDAY_2_Gage_Historical_Pack/
105,28,Bridge Constructor Medieval,0.79,https://store.steampowered.com/app/319850/Bridge_Constructor_Medieval/
1214,427,The Flame in the Flood,0.74,https://store.steampowered.com/app/318600/The_Flame_in_the_Flood/
25,12,The Sacred Tears TRUE,0.7,https://store.steampowered.com/app/316840/The_Sacred_Tears_TRUE/
438,163,Space Hulk Ascension,0.73,https://store.steampowered.com/app/317620/Space_Hulk_Ascension/
95,42,Legend of Kay Anniversary,0.7,https://store.steampowered.com/app/313810/Legend_of_Kay_Anniversary/
628,167,Conarium,0.79,https://store.steampowered.com/app/313780/Conarium/
202,64,Black The Fall,0.76,https://store.steampowered.com/app/308060/Black_The_Fall/
240,90,Hegemony III Clash of the Ancients,0.73,https://store.steampowered.com/app/308173/Hegemony_III_Clash_of_the_Ancients/
41,17,Hero Siege  The Karp of Doom,0.72,https://store.steampowered.com/app/307800/Hero_Siege__The_Karp_of_Doom/
329,110,Arma 3 Helicopters,0.75,https://store.steampowered.com/app/304380/Arma_3_Helicopters/
3971,1470,Saints Row Gat out of Hell,0.73,https://store.steampowered.com/app/301910/Saints_Row_Gat_out_of_Hell/
34,15,Watch Dogs  Access Granted Pack,0.71,https://store.steampowered.com/app/293059/Watch_Dogs__Access_Granted_Pack/
26,9,CoH 2  The Western Front Armies Oberkommando West,0.77,https://store.steampowered.com/app/287371/CoH_2__The_Western_Front_Armies_Oberkommando_West/
1937,646,DreadOut,0.75,https://store.steampowered.com/app/269790/DreadOut/
227,98,Collapse,0.7,https://store.steampowered.com/app/289620/Collapse/
2083,659,Killer is Dead  Nightmare Edition,0.76,https://store.steampowered.com/app/261110/Killer_is_Dead__Nightmare_Edition/
250,75,Septerra Core,0.77,https://store.steampowered.com/app/253940/Septerra_Core/
124,42,The Land of Pain,0.75,https://store.steampowered.com/app/568930/The_Land_of_Pain/
108,45,Secrets of Rtikon,0.71,https://store.steampowered.com/app/246680/Secrets_of_Rtikon/
393,131,Bridge Constructor,0.75,https://store.steampowered.com/app/250460/Bridge_Constructor/
147,35,Borderlands 2 Headhunter 4 Wedding Day Massacre,0.81,https://store.steampowered.com/app/245950/Borderlands_2_Headhunter_4_Wedding_Day_Massacre/
123,33,Anachronox,0.79,https://store.steampowered.com/app/242940/Anachronox/
2125,566,Sir You Are Being Hunted,0.79,https://store.steampowered.com/app/242880/Sir_You_Are_Being_Hunted/
1082,422,Mars War Logs,0.72,https://store.steampowered.com/app/232750/Mars_War_Logs/
1024,324,Worms Clan Wars,0.76,https://store.steampowered.com/app/233840/Worms_Clan_Wars/
1335,377,Action  Gameplay Recording and Streaming,0.78,https://store.steampowered.com/app/228180/Action__Gameplay_Recording_and_Streaming/
63,22,Expansion  Crusader Kings II Sons of Abraham,0.75,https://store.steampowered.com/app/226667/Expansion__Crusader_Kings_II_Sons_of_Abraham/
60,18,Borderlands 2 Assassin Domination Pack,0.78,https://store.steampowered.com/app/225834/Borderlands_2_Assassin_Domination_Pack/
404,115,Aarklash Legacy,0.78,https://store.steampowered.com/app/222640/Aarklash_Legacy/
168,35,Borderlands 2 Ultimate Vault Hunters Upgrade Pack,0.83,https://store.steampowered.com/app/224200/Borderlands_2_Ultimate_Vault_Hunters_Upgrade_Pack/
959,256,Proteus,0.79,https://store.steampowered.com/app/219680/Proteus/
789,278,Mercenary Kings Reloaded Edition,0.74,https://store.steampowered.com/app/218820/Mercenary_Kings_Reloaded_Edition/
6364,2236,Gear Up,0.74,https://store.steampowered.com/app/214420/Gear_Up/
117,39,Borderlands 2 Collectors Edition Pack,0.75,https://store.steampowered.com/app/213780/Borderlands_2_Collectors_Edition_Pack/
67,20,Dishonored  Void Walker Arsenal,0.78,https://store.steampowered.com/app/212893/Dishonored__Void_Walker_Arsenal/
10,5,Game of Thrones  Dog Pack DLC,0.73,https://store.steampowered.com/app/208742/Game_of_Thrones__Dog_Pack_DLC/
25,8,Game of Thrones  Beyond the Wall Blood Bound DLC,0.78,https://store.steampowered.com/app/208740/Game_of_Thrones__Beyond_the_Wall_Blood_Bound_DLC/
225,53,Borderlands 2  Captain Scarlett and her Pirates Booty,0.81,https://store.steampowered.com/app/207870/Borderlands_2__Captain_Scarlett_and_her_Pirates_Booty/
10,4,Anno 2070  Deep Ocean,0.78,https://store.steampowered.com/app/204290/Anno_2070__Deep_Ocean/
5648,2090,ArcheBlade,0.73,https://store.steampowered.com/app/207230/ArcheBlade/
6433,1922,Americas Army Proving Grounds,0.77,https://store.steampowered.com/app/203290/Americas_Army_Proving_Grounds/
236,67,Fate of the World,0.78,https://store.steampowered.com/app/80200/Fate_of_the_World/
360,108,F1 RACE STARS,0.77,https://store.steampowered.com/app/203680/F1_RACE_STARS/
24,9,Train Simulator Horseshoe Curve Route AddOn,0.75,https://store.steampowered.com/app/65233/Train_Simulator_Horseshoe_Curve_Route_AddOn/
52,16,Saints Row The Third  Special Ops Vehicle Pack,0.77,https://store.steampowered.com/app/55398/Saints_Row_The_Third__Special_Ops_Vehicle_Pack/
27,10,Saints Row The Third Warrior Pack,0.75,https://store.steampowered.com/app/55395/Saints_Row_The_Third_Warrior_Pack/
37,13,Saints Row The Third  Bloodsucker Pack,0.74,https://store.steampowered.com/app/55393/Saints_Row_The_Third__Bloodsucker_Pack/
32,15,Saints Row The Third  Penthouse Pack,0.7,https://store.steampowered.com/app/55391/Saints_Row_The_Third__Penthouse_Pack/
45,13,Saints Row The Third Shark Attack Pack,0.79,https://store.steampowered.com/app/55388/Saints_Row_The_Third_Shark_Attack_Pack/
211,60,Borderlands The Secret Armory of General Knoxx,0.78,https://store.steampowered.com/app/50110/Borderlands_The_Secret_Armory_of_General_Knoxx/
108,38,NecroVisioN Lost Company,0.74,https://store.steampowered.com/app/46250/NecroVisioN_Lost_Company/
47,14,The Sims 3 World Adventures,0.78,https://store.steampowered.com/app/47892/The_Sims_3_World_Adventures/
79,35,Victoria I Complete,0.7,https://store.steampowered.com/app/42980/Victoria_I_Complete/
492,165,Chaser,0.75,https://store.steampowered.com/app/39670/Chaser/
93,31,Hinterland,0.75,https://store.steampowered.com/app/17140/Hinterland/
171,58,Drakensang,0.75,https://store.steampowered.com/app/12640/Drakensang/
328,122,Death to Spies,0.73,https://store.steampowered.com/app/9800/Death_to_Spies/
54,16,RACE  The WTCC Game,0.78,https://store.steampowered.com/app/4230/RACE__The_WTCC_Game/
43,13,NOBUNAGAS AMBITION Kakushin with Power Up Kit   with,0.78,https://store.steampowered.com/app/363090/NOBUNAGAS_AMBITION_Kakushin_with_Power_Up_Kit___with/
56,21,Digital Resistance,0.74,https://store.steampowered.com/app/898740/Digital_Resistance/
15,6,Trials of the Illuminati Animated Sea Creatures Jigsaws,0.76,https://store.steampowered.com/app/709430/Trials_of_the_Illuminati_Animated_Sea_Creatures_Jigsaws/
231,69,Freebie,0.77,https://store.steampowered.com/app/487220/Freebie/
465,164,Just Fishing,0.74,https://store.steampowered.com/app/703950/Just_Fishing/
58,17,Sugar Cube Bittersweet Factory,0.78,https://store.steampowered.com/app/212110/Sugar_Cube_Bittersweet_Factory/
184,69,Table Top Racing World Tour,0.73,https://store.steampowered.com/app/450670/Table_Top_Racing_World_Tour/
32,13,Winged Sakura Demon Civil War,0.73,https://store.steampowered.com/app/470300/Winged_Sakura_Demon_Civil_War/
63,20,Aegis Defenders,0.77,https://store.steampowered.com/app/371140/Aegis_Defenders/
52,17,Woah Dave,0.76,https://store.steampowered.com/app/315110/Woah_Dave/
447,120,Blood Bowl  Legendary Edition,0.79,https://store.steampowered.com/app/58520/Blood_Bowl__Legendary_Edition/
38,11,ASSAULT GUNNERS HD EDITION,0.79,https://store.steampowered.com/app/751340/ASSAULT_GUNNERS_HD_EDITION/
27,12,Bridge Constructor Stunts,0.71,https://store.steampowered.com/app/419080/Bridge_Constructor_Stunts/
165,47,Time Leap Paradise SUPER LIVE,0.78,https://store.steampowered.com/app/532770/Time_Leap_Paradise_SUPER_LIVE/
2955,1207,Cubic Castles,0.71,https://store.steampowered.com/app/317470/Cubic_Castles/
76,28,Rugby League Live 3,0.74,https://store.steampowered.com/app/312920/Rugby_League_Live_3/
59,17,Gatling Gears,0.78,https://store.steampowered.com/app/102810/Gatling_Gears/
28,11,Super Blasting Boy,0.74,https://store.steampowered.com/app/961860/Super_Blasting_Boy/
25,8,STEEL STRIDER,0.78,https://store.steampowered.com/app/404100/STEEL_STRIDER/
361,156,Fable Fortune,0.7,https://store.steampowered.com/app/469830/Fable_Fortune/
16,7,ABRACA  Imagic Games,0.73,https://store.steampowered.com/app/345990/ABRACA__Imagic_Games/
744,199,Fight The Dragon,0.79,https://store.steampowered.com/app/250560/Fight_The_Dragon/
54,19,CHRONO,0.75,https://store.steampowered.com/app/987820/CHRONO/
10,4,Jump Gunners,0.78,https://store.steampowered.com/app/697660/Jump_Gunners/
6488,1725,Deadlight,0.79,https://store.steampowered.com/app/211400/Deadlight/
48,18,ENYO Arcade,0.74,https://store.steampowered.com/app/321330/ENYO_Arcade/
111,36,Shark Simulator,0.76,https://store.steampowered.com/app/708340/Shark_Simulator/
106,29,AquaNox,0.79,https://store.steampowered.com/app/39630/AquaNox/
33,11,Fernbus Simulator  Fuball Mannschaftsbus,0.75,https://store.steampowered.com/app/729490/Fernbus_Simulator__Fuball_Mannschaftsbus/
24,8,Stitched,0.75,https://store.steampowered.com/app/727340/Stitched/
119,32,Kerbal Space Program Breaking Ground Expansion,0.79,https://store.steampowered.com/app/982970/Kerbal_Space_Program_Breaking_Ground_Expansion/
7,3,Swap Roles,0.7,https://store.steampowered.com/app/759090/Swap_Roles/
357,146,PAYDAY 2 h3h3 Character Pack,0.71,https://store.steampowered.com/app/758420/PAYDAY_2_h3h3_Character_Pack/
14,10,2019   Three Kingdoms 2019,0.62,https://store.steampowered.com/app/952120/2019___Three_Kingdoms_2019/
7,5,Depth Siege Atlantis,0.66,https://store.steampowered.com/app/849550/Depth_Siege_Atlantis/
13,7,Happy Anime Puzzle,0.65,https://store.steampowered.com/app/1013130/Happy_Anime_Puzzle/
8,6,Factory Manager,0.64,https://store.steampowered.com/app/877380/Factory_Manager/
8,8,Flaws in the People We Love,0.56,https://store.steampowered.com/app/1069380/Flaws_in_the_People_We_Love/
4,8,,0.41,https://store.steampowered.com/app/1062200/_/
6,6,ROVER,0.5,https://store.steampowered.com/app/870160/ROVER/
129,73,,0.64,https://store.steampowered.com/app/905690/_/
8,5,JUST DASH,0.69,https://store.steampowered.com/app/891350/JUST_DASH/
13,8,Medical verdict,0.66,https://store.steampowered.com/app/891310/Medical_verdict/
16,12,Railroad Tracks,0.6,https://store.steampowered.com/app/888070/Railroad_Tracks/
7,5,Pirate Mosaic Puzzle Caribbean Treasures,0.66,https://store.steampowered.com/app/891720/Pirate_Mosaic_Puzzle_Caribbean_Treasures/
27,18,Ecchi Puzzle,0.62,https://store.steampowered.com/app/890710/Ecchi_Puzzle/
4,6,Jailbreak Craft,0.4,https://store.steampowered.com/app/879220/Jailbreak_Craft/
33,24,Wagers of War,0.59,https://store.steampowered.com/app/891950/Wagers_of_War/
54,35,HORSE,0.61,https://store.steampowered.com/app/977160/HORSE/
10,8,WAKFU  Shushued Pack,0.61,https://store.steampowered.com/app/951510/WAKFU__Shushued_Pack/
8,12,Blockchain Tycoon,0.4,https://store.steampowered.com/app/824450/Blockchain_Tycoon/
6,10,Air Raid Over Britain,0.43,https://store.steampowered.com/app/812460/Air_Raid_Over_Britain/
32,19,RAMS,0.64,https://store.steampowered.com/app/809580/RAMS/
31,16,Lovecraft Quest  A Comix Game,0.68,https://store.steampowered.com/app/952460/Lovecraft_Quest__A_Comix_Game/
32,24,Strayer,0.58,https://store.steampowered.com/app/1025980/__Strayer/
16,9,Luminescence,0.64,https://store.steampowered.com/app/785640/Luminescence/
13,13,Exposure,0.53,https://store.steampowered.com/app/788810/Exposure/
4,6,Simple Man,0.4,https://store.steampowered.com/app/794300/Simple_Man/
36,35,UNDEAD FACTORYZombie Pandemic,0.52,https://store.steampowered.com/app/793050/UNDEAD_FACTORYZombie_Pandemic/
15,11,Never Stop Sneakin,0.61,https://store.steampowered.com/app/792880/Never_Stop_Sneakin/
5,8,Psi Cards,0.46,https://store.steampowered.com/app/815390/Psi_Cards/
14,8,SKULL FEAST,0.68,https://store.steampowered.com/app/815030/SKULL_FEAST/
6,5,Volantia,0.63,https://store.steampowered.com/app/799670/Volantia/
19,11,Resume The Video Game,0.66,https://store.steampowered.com/app/787990/Resume_The_Video_Game/
9,6,Falling words,0.66,https://store.steampowered.com/app/856490/Falling_words/
4,6,HUNTING SIMULATOR VR,0.4,https://store.steampowered.com/app/983840/HUNTING_SIMULATOR_VR/
10,7,Dragon Racer,0.64,https://store.steampowered.com/app/987200/Dragon_Racer/
33,17,WarZone Flashpoint,0.66,https://store.steampowered.com/app/987910/WarZone_Flashpoint/
7,8,Quantum Legend  VR Experience,0.53,https://store.steampowered.com/app/1024970/Quantum_Legend__VR_Experience/
11,10,MineSweep,0.57,https://store.steampowered.com/app/837440/MineSweep/
11,9,18 Floors,0.55,https://store.steampowered.com/app/855320/18_Floors/
9,6,Redline Ultimate Racing,0.6,https://store.steampowered.com/app/791570/Redline_Ultimate_Racing/
11,10,Suicideville,0.57,https://store.steampowered.com/app/787240/Suicideville/
12,7,Revoke,0.68,https://store.steampowered.com/app/813930/Revoke/
12,9,Blood Day,0.61,https://store.steampowered.com/app/971670/Blood_Day/
11,11,Welcome To Chichester 0  Preview,0.54,https://store.steampowered.com/app/877460/Welcome_To_Chichester_0__Preview/
6,9,Real Fishing VR,0.4,https://store.steampowered.com/app/1030380/Real_Fishing_VR/
44,22,Rebirth Fantasy Online,0.68,https://store.steampowered.com/app/1025260/Rebirth_Fantasy_Online/
4,8,CupGuess,0.41,https://store.steampowered.com/app/1022370/CupGuess/
7,6,Johnny Rocket,0.61,https://store.steampowered.com/app/942300/_Johnny_Rocket/
10,6,Georges Memories EP1,0.68,https://store.steampowered.com/app/894050/Georges_Memories_EP1/
20,18,Ishmael,0.55,https://store.steampowered.com/app/981310/Ishmael/
186,160,Pixel Battle Royale,0.54,https://store.steampowered.com/app/980850/Pixel_Battle_Royale/
89,56,Ganghood Survival,0.62,https://store.steampowered.com/app/965080/_Ganghood_Survival/
16,25,Webcam World View,0.41,https://store.steampowered.com/app/963040/Webcam_World_View/
17,8,Heart of the Kingdom Rebellion,0.68,https://store.steampowered.com/app/953990/Heart_of_the_Kingdom_Rebellion/
26,18,Grand Strategy,0.61,https://store.steampowered.com/app/952090/Grand_Strategy/
30,19,Escape the Enterprise,0.63,https://store.steampowered.com/app/944370/Escape_the_Enterprise/
38,18,Jellyfish Season,0.69,https://store.steampowered.com/app/937980/Jellyfish_Season/
8,8,Girls Dance VR,0.56,https://store.steampowered.com/app/918900/Girls_Dance_VR/
154,162,Endless Battle,0.49,https://store.steampowered.com/app/895150/Endless_Battle/
18,11,Short Life,0.65,https://store.steampowered.com/app/893570/Short_Life/
9,6,Shadow of the Tomb Raider  Classic Trinity Gear,0.66,https://store.steampowered.com/app/849303/Shadow_of_the_Tomb_Raider__Classic_Trinity_Gear/
6,6,Shadow of the Tomb Raider  Golden Eagle Gear,0.58,https://store.steampowered.com/app/849301/Shadow_of_the_Tomb_Raider__Golden_Eagle_Gear/
8,6,Cursed Town,0.64,https://store.steampowered.com/app/850310/Cursed_Town/
22,13,Brother Perro,0.65,https://store.steampowered.com/app/831100/Brother_Perro/
7,7,Russian Prisoner VS Nazi Zombies,0.5,https://store.steampowered.com/app/820380/Russian_Prisoner_VS_Nazi_Zombies/
6,6,Peccator,0.58,https://store.steampowered.com/app/819990/Peccator/
22,14,Solitaire Knights,0.63,https://store.steampowered.com/app/820090/Solitaire_Knights/
5,6,STE  Save The Earth,0.54,https://store.steampowered.com/app/823280/STE__Save_The_Earth/
9,11,Mogic,0.45,https://store.steampowered.com/app/820710/Mogic/
8,8,Shinrinyoku Forest Meditation and Relaxation,0.56,https://store.steampowered.com/app/774421/Shinrinyoku_Forest_Meditation_and_Relaxation/
10,7,Stickman Race Draw,0.64,https://store.steampowered.com/app/771460/Stickman_Race_Draw/
13,12,Hangover,0.52,https://store.steampowered.com/app/770440/Hangover/
7,7,Winner Winner Chicken Dinner,0.5,https://store.steampowered.com/app/781100/Winner_Winner_Chicken_Dinner/
11,10,Fantasy Defense,0.57,https://store.steampowered.com/app/769940/Fantasy_Defense/
8,8,Amazing Human Simulator,0.5,https://store.steampowered.com/app/766600/Amazing_Human_Simulator/
5,6,The End Inaris Quest,0.54,https://store.steampowered.com/app/893070/The_End_Inaris_Quest/
6,6,Neon Force Pushers,0.58,https://store.steampowered.com/app/835450/Neon_Force_Pushers/
16,10,Mirror Stage,0.65,https://store.steampowered.com/app/889460/Mirror_Stage/
7,7,BattleCry World At War,0.5,https://store.steampowered.com/app/932810/BattleCry_World_At_War/
6,5,morphe,0.63,https://store.steampowered.com/app/931830/morphe/
26,14,The Last Front,0.67,https://store.steampowered.com/app/843520/The_Last_Front/
26,13,WIN THE GAME DO IT,0.69,https://store.steampowered.com/app/843890/WIN_THE_GAME_DO_IT/
12,7,Ghostly Matter,0.68,https://store.steampowered.com/app/800240/Ghostly_Matter/
